"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"2014"	"2014"	1728	5020935	34.4
	"Colorado"	"08"	"2015"	"2015"	1750	5120967	34.2
	"Colorado"	"08"	"2016"	"2016"	1887	5203081	36.3
	"Connecticut"	"09"	"1999"	"1999"	505	3163584	16.0
	"Connecticut"	"09"	"2000"	"2000"	530	3182221	16.7
	"Connecticut"	"09"	"2001"	"2001"	486	3212747	15.1
	"Connecticut"	"09"	"2002"	"2002"	574	3241480	17.7
	"Connecticut"	"09"	"2003"	"2003"	522	3267470	16.0
	"Connecticut"	"09"	"2004"	"2004"	548	3281647	16.7
	"Connecticut"	"09"	"2005"	"2005"	537	3295641	16.3
	"Connecticut"	"09"	"2006"	"2006"	644	3308648	19.5
	"Connecticut"	"09"	"2007"	"2007"	658	3319944	19.8
	"Connecticut"	"09"	"2008"	"2008"	625	3340043	18.7
	"Connecticut"	"09"	"2009"	"2009"	618	3358606	18.4
	"Connecticut"	"09"	"2010"	"2010"	564	3371991	16.7
	"Connecticut"	"09"	"2011"	"2011"	603	3383613	17.8
	"Connecticut"	"09"	"2012"	"2012"	637	3396891	18.8
	"Connecticut"	"09"	"2013"	"2013"	881	3404143	25.9
	"Connecticut"	"09"	"2014"	"2014"	941	3407240	27.6
	"Connecticut"	"09"	"2015"	"2015"	1166	3403266	34.3
	"Connecticut"	"09"	"2016"	"2016"	1329	3391131	39.2
	"Delaware"	"10"	"1999"	"1999"	115	723921	15.9
	"Delaware"	"10"	"2000"	"2000"	111	732069	15.2
	"Delaware"	"10"	"2001"	"2001"	139	744000	18.7
	"Delaware"	"10"	"2002"	"2002"	161	753797	21.4
	"Delaware"	"10"	"2003"	"2003"	154	764983	20.1
	"Delaware"	"10"	"2004"	"2004"	143	776910	18.4
	"Delaware"	"10"	"2005"	"2005"	124	790334	15.7
	"Delaware"	"10"	"2006"	"2006"	141	804054	17.5
	"Delaware"	"10"	"2007"	"2007"	158	815752	19.4
	"Delaware"	"10"	"2008"	"2008"	200	827487	24.2
	"Delaware"	"10"	"2009"	"2009"	208	835371	24.9
	"Delaware"	"10"	"2010"	"2010"	221	842048	26.2
	"Delaware"	"10"	"2011"	"2011"	228	851406	26.8
	"Delaware"	"10"	"2012"	"2012"	210	860813	24.4
	"Delaware"	"10"	"2013"	"2013"	233	869430	26.8
	"Delaware"	"10"	"2014"	"2014"	280	879263	31.8
	"Delaware"	"10"	"2015"	"2015"	287	890096	32.2
	"Delaware"	"10"	"2016"	"2016"	392	897231	43.7
	"District of Columbia"	"11"	"1999"	"1999"	131	537315	24.4
	"District of Columbia"	"11"	"2000"	"2000"	196	539523	36.3
	"District of Columbia"	"11"	"2001"	"2001"	221	542108	40.8
	"District of Columbia"	"11"	"2002"	"2002"	186	540818	34.4
	"District of Columbia"	"11"	"2003"	"2003"	219	536949	40.8
	"District of Columbia"	"11"	"2004"	"2004"	217	535911	40.5
	"District of Columbia"	"11"	"2005"	"2005"	177	535085	33.1
	"District of Columbia"	"11"	"2006"	"2006"	209	539324	38.8
	"District of Columbia"	"11"	"2007"	"2007"	150	542546	27.6
	"District of Columbia"	"11"	"2008"	"2008"	150	547512	27.4
	"District of Columbia"	"11"	"2009"	"2009"	109	559521	19.5
	"District of Columbia"	"11"	"2010"	"2010"	177	569110	31.1
	"District of Columbia"	"11"	"2011"	"2011"	169	581833	29.0
	"District of Columbia"	"11"	"2012"	"2012"	159	593447	26.8
	"District of Columbia"	"11"	"2013"	"2013"	177	605482	29.2
	"District of Columbia"	"11"	"2014"	"2014"	172	615999	27.9
	"District of Columbia"	"11"	"2015"	"2015"	210	628876	33.4
	"District of Columbia"	"11"	"2016"	"2016"	356	637663	55.8
	"Florida"	"12"	"1999"	"1999"	2340	14817648	15.8
	"Florida"	"12"	"2000"	"2000"	2575	15036555	17.1
	"Florida"	"12"	"2001"	"2001"	3236	15388977	21.0
	"Florida"	"12"	"2002"	"2002"	3461	15698572	22.0
	"Florida"	"12"	"2003"	"2003"	3635	15992650	22.7
	"Florida"	"12"	"2004"	"2004"	3930	16375149	24.0
	"Florida"	"12"	"2005"	"2005"	4273	16772101	25.5
	"Florida"	"12"	"2006"	"2006"	4667	17085794	27.3
	"Florida"	"12"	"2007"	"2007"	4696	17281602	27.2
	"Florida"	"12"	"2008"	"2008"	4854	17441726	27.8
	"Florida"	"12"	"2009"	"2009"	4874	17573822	27.7
	"Florida"	"12"	"2010"	"2010"	4928	17727804	27.8
	"Florida"	"12"	"2011"	"2011"	4884	17982700	27.2
	"Florida"	"12"	"2012"	"2012"	4656	18246105	25.5
	"Florida"	"12"	"2013"	"2013"	4668	18474547	25.3
	"Florida"	"12"	"2014"	"2014"	5168	18808948	27.5
	"Florida"	"12"	"2015"	"2015"	5858	19170201	30.6
	"Florida"	"12"	"2016"	"2016"	7619	19486303	39.1
	"Georgia"	"13"	"1999"	"1999"	820	7462997	11.0
	"Georgia"	"13"	"2000"	"2000"	916	7591303	12.1
	"Georgia"	"13"	"2001"	"2001"	1089	7762295	14.0
	"Georgia"	"13"	"2002"	"2002"	1148	7878777	14.6
	"Georgia"	"13"	"2003"	"2003"	1182	7980488	14.8
	"Georgia"	"13"	"2004"	"2004"	1284	8113634	15.8
	"Georgia"	"13"	"2005"	"2005"	1323	8256215	16.0
	"Georgia"	"13"	"2006"	"2006"	1410	8476958	16.6
	"Georgia"	"13"	"2007"	"2007"	1474	8655991	17.0
	"Georgia"	"13"	"2008"	"2008"	1452	8804512	16.5
	"Georgia"	"13"	"2009"	"2009"	1568	8928094	17.6
	"Georgia"	"13"	"2010"	"2010"	1750	9000868	19.4
	"Georgia"	"13"	"2011"	"2011"	1702	9131759	18.6
	"Georgia"	"13"	"2012"	"2012"	1744	9244913	18.9
	"Georgia"	"13"	"2013"	"2013"	1831	9323659	19.6
	"Georgia"	"13"	"2014"	"2014"	1940	9434668	20.6
	"Georgia"	"13"	"2015"	"2015"	2094	9554815	21.9
	"Georgia"	"13"	"2016"	"2016"	2247	9649532	23.3
	"Hawaii"	"15"	"1999"	"1999"	121	1130555	10.7
	"Hawaii"	"15"	"2000"	"2000"	102	1133374	9.0
	"Hawaii"	"15"	"2001"	"2001"	118	1148324	10.3
	"Hawaii"	"15"	"2002"	"2002"	129	1161169	11.1
	"Hawaii"	"15"	"2003"	"2003"	133	1171632	11.4
	"Hawaii"	"15"	"2004"	"2004"	194	1191626	16.3
	"Hawaii"	"15"	"2005"	"2005"	192	1209598	15.9
	"Hawaii"	"15"	"2006"	"2006"	196	1225355	16.0
	"Hawaii"	"15"	"2007"	"2007"	224	1229583	18.2
	"Hawaii"	"15"	"2008"	"2008"	204	1244359	16.4
	"Hawaii"	"15"	"2009"	"2009"	242	1258840	19.2
	"Hawaii"	"15"	"2010"	"2010"	241	1272894	18.9
	"Hawaii"	"15"	"2011"	"2011"	277	1286305	21.5
	"Hawaii"	"15"	"2012"	"2012"	243	1303164	18.6
	"Hawaii"	"15"	"2013"	"2013"	237	1313284	18.0
	"Hawaii"	"15"	"2014"	"2014"	261	1328081	19.7
	"Hawaii"	"15"	"2015"	"2015"	270	1339191	20.2
	"Hawaii"	"15"	"2016"	"2016"	304	1337022	22.7
	"Idaho"	"16"	"1999"	"1999"	140	1179488	11.9
	"Idaho"	"16"	"2000"	"2000"	175	1196310	14.6
	"Idaho"	"16"	"2001"	"2001"	222	1220080	18.2
	"Idaho"	"16"	"2002"	"2002"	244	1238618	19.7
	"Idaho"	"16"	"2003"	"2003"	253	1259072	20.1
	"Idaho"	"16"	"2004"	"2004"	232	1284563	18.1
	"Idaho"	"16"	"2005"	"2005"	253	1317205	19.2
	"Idaho"	"16"	"2006"	"2006"	276	1353970	20.4
	"Idaho"	"16"	"2007"	"2007"	285	1386337	20.6
	"Idaho"	"16"	"2008"	"2008"	324	1412748	22.9
	"Idaho"	"16"	"2009"	"2009"	348	1432610	24.3
	"Idaho"	"16"	"2010"	"2010"	346	1445810	23.9
	"Idaho"	"16"	"2011"	"2011"	380	1465649	25.9
	"Idaho"	"16"	"2012"	"2012"	406	1479756	27.4
	"Idaho"	"16"	"2013"	"2013"	432	1498649	28.8
	"Idaho"	"16"	"2014"	"2014"	448	1520632	29.5
	"Idaho"	"16"	"2015"	"2015"	462	1542007	30.0
	"Idaho"	"16"	"2016"	"2016"	481	1567851	30.7
	"Illinois"	"17"	"1999"	"1999"	1511	11477054	13.2
	"Illinois"	"17"	"2000"	"2000"	1471	11542744	12.7
	"Illinois"	"17"	"2001"	"2001"	1560	11614506	13.4
	"Illinois"	"17"	"2002"	"2002"	1611	11652795	13.8
	"Illinois"	"17"	"2003"	"2003"	1436	11684176	12.3
	"Illinois"	"17"	"2004"	"2004"	1672	11718142	14.3
	"Illinois"	"17"	"2005"	"2005"	1710	11744197	14.6
	"Illinois"	"17"	"2006"	"2006"	2033	11790173	17.2
	"Illinois"	"17"	"2007"	"2007"	1867	11844539	15.8
	"Illinois"	"17"	"2008"	"2008"	2118	11899375	17.8
	"Illinois"	"17"	"2009"	"2009"	2172	11956503	18.2
	"Illinois"	"17"	"2010"	"2010"	2033	11995055	16.9
	"Illinois"	"17"	"2011"	"2011"	2233	12041021	18.5
	"Illinois"	"17"	"2012"	"2012"	2438	12058977	20.2
	"Illinois"	"17"	"2013"	"2013"	2420	12083116	20.0
	"Illinois"	"17"	"2014"	"2014"	2622	12089895	21.7
	"Illinois"	"17"	"2015"	"2015"	2814	12076333	23.3
	"Illinois"	"17"	"2016"	"2016"	3567	12029028	29.7
	"Indiana"	"18"	"1999"	"1999"	557	5624064	9.9
	"Indiana"	"18"	"2000"	"2000"	635	5657270	11.2
	"Indiana"	"18"	"2001"	"2001"	657	5702521	11.5
	"Indiana"	"18"	"2002"	"2002"	668	5730253	11.7
	"Indiana"	"18"	"2003"	"2003"	826	5769939	14.3
	"Indiana"	"18"	"2004"	"2004"	930	5804162	16.0
	"Indiana"	"18"	"2005"	"2005"	984	5848999	16.8
	"Indiana"	"18"	"2006"	"2006"	1101	5902732	18.7
	"Indiana"	"18"	"2007"	"2007"	1138	5946204	19.1
	"Indiana"	"18"	"2008"	"2008"	1240	5988733	20.7
	"Indiana"	"18"	"2009"	"2009"	1308	6024596	21.7
	"Indiana"	"18"	"2010"	"2010"	1398	6049727	23.1
	"Indiana"	"18"	"2011"	"2011"	1500	6087058	24.6
	"Indiana"	"18"	"2012"	"2012"	1551	6111831	25.4
	"Indiana"	"18"	"2013"	"2013"	1650	6150087	26.8
	"Indiana"	"18"	"2014"	"2014"	1825	6177368	29.5
	"Indiana"	"18"	"2015"	"2015"	1996	6200190	32.2
	"Indiana"	"18"	"2016"	"2016"	2280	6211066	36.7
	"Iowa"	"19"	"1999"	"1999"	212	2730904	7.8
	"Iowa"	"19"	"2000"	"2000"	214	2737911	7.8
	"Iowa"	"19"	"2001"	"2001"	248	2743889	9.0
	"Iowa"	"19"	"2002"	"2002"	263	2746780	9.6
	"Iowa"	"19"	"2003"	"2003"	275	2753277	10.0
	"Iowa"	"19"	"2004"	"2004"	288	2764230	10.4
	"Iowa"	"19"	"2005"	"2005"	347	2774048	12.5
	"Iowa"	"19"	"2006"	"2006"	384	2789333	13.8
	"Iowa"	"19"	"2007"	"2007"	423	2802659	15.1
	"Iowa"	"19"	"2008"	"2008"	419	2817482	14.9
	"Iowa"	"19"	"2009"	"2009"	443	2831602	15.6
	"Iowa"	"19"	"2010"	"2010"	491	2844232	17.3
	"Iowa"	"19"	"2011"	"2011"	521	2862956	18.2
	"Iowa"	"19"	"2012"	"2012"	541	2877820	18.8
	"Iowa"	"19"	"2013"	"2013"	598	2895690	20.7
	"Iowa"	"19"	"2014"	"2014"	633	2911786	21.7
	"Iowa"	"19"	"2015"	"2015"	676	2927118	23.1
	"Iowa"	"19"	"2016"	"2016"	717	2935278	24.4
	"Kansas"	"20"	"1999"	"1999"	231	2491136	9.3
	"Kansas"	"20"	"2000"	"2000"	248	2499710	9.9
	"Kansas"	"20"	"2001"	"2001"	305	2513573	12.1
	"Kansas"	"20"	"2002"	"2002"	359	2523038	14.2
	"Kansas"	"20"	"2003"	"2003"	367	2530820	14.5
	"Kansas"	"20"	"2004"	"2004"	403	2541623	15.9
	"Kansas"	"20"	"2005"	"2005"	458	2552302	17.9
	"Kansas"	"20"	"2006"	"2006"	473	2569724	18.4
	"Kansas"	"20"	"2007"	"2007"	503	2587544	19.4
	"Kansas"	"20"	"2008"	"2008"	446	2608590	17.1
	"Kansas"	"20"	"2009"	"2009"	542	2629937	20.6
	"Kansas"	"20"	"2010"	"2010"	486	2647626	18.4
	"Kansas"	"20"	"2011"	"2011"	547	2667583	20.5
	"Kansas"	"20"	"2012"	"2012"	566	2682638	21.1
	"Kansas"	"20"	"2013"	"2013"	567	2693551	21.1
	"Kansas"	"20"	"2014"	"2014"	612	2703414	22.6
	"Kansas"	"20"	"2015"	"2015"	627	2714161	23.1
	"Kansas"	"20"	"2016"	"2016"	621	2712982	22.9
	"Kentucky"	"21"	"1999"	"1999"	453	3752520	12.1
	"Kentucky"	"21"	"2000"	"2000"	519	3775868	13.7
	"Kentucky"	"21"	"2001"	"2001"	625	3801081	16.4
	"Kentucky"	"21"	"2002"	"2002"	685	3821817	17.9
	"Kentucky"	"21"	"2003"	"2003"	828	3847032	21.5
	"Kentucky"	"21"	"2004"	"2004"	802	3874996	20.7
	"Kentucky"	"21"	"2005"	"2005"	913	3910080	23.3
	"Kentucky"	"21"	"2006"	"2006"	996	3945685	25.2
	"Kentucky"	"21"	"2007"	"2007"	1002	3979226	25.2
	"Kentucky"	"21"	"2008"	"2008"	1014	4008411	25.3
	"Kentucky"	"21"	"2009"	"2009"	1087	4035177	26.9
	"Kentucky"	"21"	"2010"	"2010"	1334	4057000	32.9
	"Kentucky"	"21"	"2011"	"2011"	1388	4088195	34.0
	"Kentucky"	"21"	"2012"	"2012"	1477	4100880	36.0
	"Kentucky"	"21"	"2013"	"2013"	1380	4120421	33.5
	"Kentucky"	"21"	"2014"	"2014"	1520	4137224	36.7
	"Kentucky"	"21"	"2015"	"2015"	1797	4147703	43.3
	"Kentucky"	"21"	"2016"	"2016"	2023	4161221	48.6
	"Louisiana"	"22"	"1999"	"1999"	547	4143450	13.2
	"Louisiana"	"22"	"2000"	"2000"	558	4151584	13.4
	"Louisiana"	"22"	"2001"	"2001"	588	4161114	14.1
	"Louisiana"	"22"	"2002"	"2002"	696	4178442	16.7
	"Louisiana"	"22"	"2003"	"2003"	856	4200686	20.4
	"Louisiana"	"22"	"2004"	"2004"	870	4229953	20.6
	"Louisiana"	"22"	"2005"	"2005"	966	4253550	22.7
	"Louisiana"	"22"	"2006"	"2006"	1014	4014383	25.3
	"Louisiana"	"22"	"2007"	"2007"	1060	4076323	26.0
	"Louisiana"	"22"	"2008"	"2008"	894	4125820	21.7
	"Louisiana"	"22"	"2009"	"2009"	841	4178483	20.1
	"Louisiana"	"22"	"2010"	"2010"	850	4219112	20.1
	"Louisiana"	"22"	"2011"	"2011"	806	4258053	18.9
	"Louisiana"	"22"	"2012"	"2012"	801	4287127	18.7
	"Louisiana"	"22"	"2013"	"2013"	1134	4317253	26.3
	"Louisiana"	"22"	"2014"	"2014"	1139	4341042	26.2
	"Louisiana"	"22"	"2015"	"2015"	1288	4359907	29.5
	"Louisiana"	"22"	"2016"	"2016"	1356	4371065	31.0
	"Maine"	"23"	"1999"	"1999"	175	1196280	14.6
	"Maine"	"23"	"2000"	"2000"	159	1204197	13.2
	"Maine"	"23"	"2001"	"2001"	186	1215273	15.3
	"Maine"	"23"	"2002"	"2002"	248	1225698	20.2
	"Maine"	"23"	"2003"	"2003"	250	1235895	20.2
	"Maine"	"23"	"2004"	"2004"	250	1242885	20.1
	"Maine"	"23"	"2005"	"2005"	299	1247760	24.0
	"Maine"	"23"	"2006"	"2006"	280	1252796	22.4
	"Maine"	"23"	"2007"	"2007"	294	1255774	23.4
	"Maine"	"23"	"2008"	"2008"	260	1259302	20.6
	"Maine"	"23"	"2009"	"2009"	315	1259400	25.0
	"Maine"	"23"	"2010"	"2010"	272	1258841	21.6
	"Maine"	"23"	"2011"	"2011"	283	1260495	22.5
	"Maine"	"23"	"2012"	"2012"	294	1262288	23.3
	"Maine"	"23"	"2013"	"2013"	325	1263288	25.7
	"Maine"	"23"	"2014"	"2014"	377	1265310	29.8
	"Maine"	"23"	"2015"	"2015"	472	1264641	37.3
	"Maine"	"23"	"2016"	"2016"	561	1266411	44.3
	"Maryland"	"24"	"1999"	"1999"	969	4899878	19.8
	"Maryland"	"24"	"2000"	"2000"	949	4943093	19.2
	"Maryland"	"24"	"2001"	"2001"	948	5019863	18.9
	"Maryland"	"24"	"2002"	"2002"	1054	5082651	20.7
	"Maryland"	"24"	"2003"	"2003"	1113	5134149	21.7
	"Maryland"	"24"	"2004"	"2004"	997	5181206	19.2
	"Maryland"	"24"	"2005"	"2005"	974	5225466	18.6
	"Maryland"	"24"	"2006"	"2006"	1097	5261795	20.8
	"Maryland"	"24"	"2007"	"2007"	1143	5287499	21.6
	"Maryland"	"24"	"2008"	"2008"	996	5318850	18.7
	"Maryland"	"24"	"2009"	"2009"	1062	5365234	19.8
	"Maryland"	"24"	"2010"	"2010"	964	5409064	17.8
	"Maryland"	"24"	"2011"	"2011"	1037	5462136	19.0
	"Maryland"	"24"	"2012"	"2012"	1133	5519339	20.5
	"Maryland"	"24"	"2013"	"2013"	1224	5561604	22.0
	"Maryland"	"24"	"2014"	"2014"	1390	5606653	24.8
	"Maryland"	"24"	"2015"	"2015"	1619	5637366	28.7
	"Maryland"	"24"	"2016"	"2016"	2442	5649352	43.2
	"Massachusetts"	"25"	"1999"	"1999"	866	5918094	14.6
	"Massachusetts"	"25"	"2000"	"2000"	824	5951829	13.8
	"Massachusetts"	"25"	"2001"	"2001"	1060	6002209	17.7
	"Massachusetts"	"25"	"2002"	"2002"	1120	6024613	18.6
	"Massachusetts"	"25"	"2003"	"2003"	1267	6033855	21.0
	"Massachusetts"	"25"	"2004"	"2004"	1069	6028403	17.7
	"Massachusetts"	"25"	"2005"	"2005"	1246	6025741	20.7
	"Massachusetts"	"25"	"2006"	"2006"	1392	6038300	23.1
	"Massachusetts"	"25"	"2007"	"2007"	1443	6062550	23.8
	"Massachusetts"	"25"	"2008"	"2008"	1316	6100678	21.6
	"Massachusetts"	"25"	"2009"	"2009"	1336	6150031	21.7
	"Massachusetts"	"25"	"2010"	"2010"	1320	6180542	21.4
	"Massachusetts"	"25"	"2011"	"2011"	1488	6221885	23.9
	"Massachusetts"	"25"	"2012"	"2012"	1500	6280587	23.9
	"Massachusetts"	"25"	"2013"	"2013"	1684	6327278	26.6
	"Massachusetts"	"25"	"2014"	"2014"	1976	6379353	31.0
	"Massachusetts"	"25"	"2015"	"2015"	2484	6427860	38.6
	"Massachusetts"	"25"	"2016"	"2016"	3068	6450403	47.6
	"Michigan"	"26"	"1999"	"1999"	1329	9225299	14.4
	"Michigan"	"26"	"2000"	"2000"	1549	9266439	16.7
	"Michigan"	"26"	"2001"	"2001"	1668	9321859	17.9
	"Michigan"	"26"	"2002"	"2002"	1756	9351478	18.8
	"Michigan"	"26"	"2003"	"2003"	1733	9382449	18.5
	"Michigan"	"26"	"2004"	"2004"	1904	9400824	20.3
	"Michigan"	"26"	"2005"	"2005"	2120	9404585	22.5
	"Michigan"	"26"	"2006"	"2006"	2352	9400621	25.0
	"Michigan"	"26"	"2007"	"2007"	2252	9375163	24.0
	"Michigan"	"26"	"2008"	"2008"	2350	9332020	25.2
	"Michigan"	"26"	"2009"	"2009"	2631	9299798	28.3
	"Michigan"	"26"	"2010"	"2010"	2648	9287354	28.5
	"Michigan"	"26"	"2011"	"2011"	2601	9291797	28.0
	"Michigan"	"26"	"2012"	"2012"	2504	9307646	26.9
	"Michigan"	"26"	"2013"	"2013"	2692	9322854	28.9
	"Michigan"	"26"	"2014"	"2014"	2944	9339585	31.5
	"Michigan"	"26"	"2015"	"2015"	3297	9350800	35.3
	"Michigan"	"26"	"2016"	"2016"	3726	9353877	39.8
	"Minnesota"	"27"	"1999"	"1999"	472	4546880	10.4
	"Minnesota"	"27"	"2000"	"2000"	481	4589885	10.5
	"Minnesota"	"27"	"2001"	"2001"	546	4650080	11.7
	"Minnesota"	"27"	"2002"	"2002"	568	4685483	12.1
	"Minnesota"	"27"	"2003"	"2003"	600	4717972	12.7
	"Minnesota"	"27"	"2004"	"2004"	659	4747180	13.9
	"Minnesota"	"27"	"2005"	"2005"	683	4775905	14.3
	"Minnesota"	"27"	"2006"	"2006"	749	4816885	15.5
	"Minnesota"	"27"	"2007"	"2007"	691	4854165	14.2
	"Minnesota"	"27"	"2008"	"2008"	805	4891573	16.5
	"Minnesota"	"27"	"2009"	"2009"	881	4926072	17.9
	"Minnesota"	"27"	"2010"	"2010"	854	4948421	17.3
	"Minnesota"	"27"	"2011"	"2011"	1006	4992601	20.1
	"Minnesota"	"27"	"2012"	"2012"	1044	5030801	20.8
